i,TE,err TE,p-value
3,1.763041991330395,0.1552288354432393,0.0
4,1.763041991330395,0.1477447820134288,0.0
5,1.763041991330395,0.1635569182023452,0.0
6,1.763041991330395,0.1688557372725134,0.0
7,1.763041991330395,0.1600665414847455,0.0
8,1.763041991330395,0.14000826692159613,0.0
9,1.763041991330395,0.1371384018771954,0.0
10,1.763041991330395,0.12638958439376022,0.0
11,1.763041991330395,0.1563539948276744,0.0
12,1.763041991330395,0.1522063866411597,0.0
13,1.763041991330395,0.16445033663348063,0.0
14,1.763041991330395,0.13668384658072943,0.0
15,1.763041991330395,0.15193722506944451,0.0
16,1.763041991330395,0.14682647834955898,0.0
17,1.763041991330395,0.15676593263667377,0.0
18,1.763041991330395,0.16504353671741556,0.0
19,1.763041991330395,0.15818250223778746,0.0
20,1.763041991330395,0.16192579953653335,0.0
21,1.763041991330395,0.1475817844218298,0.0
22,1.0995095374505395,0.07693158272290519,0.0
23,1.0995095374505395,0.07648987426673093,0.0
24,1.0995095374505395,0.08149984794289573,0.0
25,1.0995095374505395,0.08178793948920576,0.0
26,1.0995095374505395,0.08663839995783822,0.0
27,1.0995095374505395,0.08293461415113458,0.0
28,1.0995095374505395,0.07049493417132106,0.0
29,1.0995095374505395,0.08442297664612455,0.0
30,1.0995095374505395,0.07716261361408928,0.0
31,1.0995095374505395,0.08096030654219731,0.0
32,1.0995095374505395,0.08296904937778257,0.0
33,0.8288075399751635,0.05561448587337744,0.0
34,0.8288075399751635,0.05297949916586004,0.0
35,0.8288075399751635,0.05598222471228384,0.0
36,0.8288075399751635,0.05649838257394017,0.0
37,0.8288075399751635,0.05715162162413736,0.0
38,0.8288075399751635,0.05925709438655875,0.0
39,0.8288075399751635,0.050129063941789787,0.0
40,0.8288075399751635,0.05646518631161953,0.0
41,0.6940981123113326,0.039452937167194065,0.0
42,0.6940981123113326,0.04664344034943599,0.0
43,0.6940981123113326,0.03856621076243172,0.0
44,0.6940981123113326,0.03789076935681865,0.0
45,0.6940981123113326,0.033449362728188055,0.0
46,0.6940981123113326,0.04036528180280673,0.0
47,0.5944343428121486,0.03481714781550753,0.0
48,0.5944343428121486,0.03356169448119885,0.0
49,0.5944343428121486,0.03465577047065588,0.0
50,0.5944343428121486,0.03112301789840386,0.0
51,0.5322584053528097,0.02243559255492333,0.0
52,0.5322584053528097,0.026076007756618117,0.0
53,0.5322584053528097,0.027501573718132347,0.0
54,0.5322584053528097,0.03062792661726035,0.0
55,0.5322584053528097,0.030095949069809405,0.0
56,0.47254123084116983,0.026021934305842633,0.0
57,0.47254123084116983,0.026319540162051663,0.0
58,0.47254123084116983,0.025873588602919037,0.0
59,0.42075711224495715,0.02240790093300869,0.0
60,0.42075711224495715,0.022960877543629955,0.0
61,0.42075711224495715,0.02186021078286658,0.0
62,0.39237663715379445,0.021918840766370674,0.0
63,0.39237663715379445,0.019203402788186115,0.0
64,0.39237663715379445,0.0226043359221297,0.0
65,0.35808778350632076,0.020918473024496027,0.0
66,0.35808778350632076,0.017459150776952075,0.0
67,0.35808778350632076,0.016981006882303182,0.0
68,0.33565721584203967,0.018904368183527642,0.0
69,0.33565721584203967,0.01759667438395542,0.0
70,0.3213242731931869,0.017073376938944278,0.0
71,0.3213242731931869,0.018147814321071886,0.0
72,0.3014581081677029,0.017536897899358594,0.0
73,0.3014581081677029,0.017499064517257135,0.0
74,0.2815232670183375,0.014643573763753135,0.0
75,0.2815232670183375,0.013335744976469402,0.0
76,0.2657308612628211,0.01497603638123147,0.0
77,0.2657308612628211,0.015190166947985438,0.0
78,0.25034599295156135,0.013469685184681618,0.0
79,0.25034599295156135,0.012764371065313572,0.0
80,0.24094939077548605,0.014630406782906292,0.0
81,0.2307841413731445,0.013062133269031545,0.0
82,0.2307841413731445,0.01340194761232145,0.0
83,0.22386472544808822,0.013335349926425193,0.0
84,0.21732829380070584,0.012085471218980555,0.0
85,0.2082138629037742,0.013300823810987723,0.0
86,0.2082138629037742,0.01262063141492213,0.0
87,0.19641312208963102,0.011289378345394174,0.0
88,0.18844331162270145,0.011116876044390695,0.0
89,0.1820971751404991,0.010599339770746705,0.0
90,0.17693160303898503,0.0109563450447415,0.0
91,0.17157347362152947,0.010339655553425833,0.0
92,0.16342619537913994,0.00954841617060401,0.0
93,0.1584044417201984,0.00934060011550901,0.0
94,0.15383217731870236,0.009070964564446784,0.0
95,0.15029687880643988,0.009108703078287027,0.0
96,0.14608763269507408,0.008196208885327424,0.0
97,0.141152194099034,0.00898489288209291,0.0
98,0.13331904376764286,0.008181194869085452,0.0
99,0.13322468960102873,0.007551428496600855,0.0
100,0.13115368420857848,0.008251224626297198,0.0
101,0.12495483829000331,0.00850750856504157,0.0
102,0.1216812080333009,0.008210872649284115,0.0
103,0.11987373602058521,0.00790142112437898,0.0
104,0.1178215037717385,0.00809461680871413,0.0
105,0.1144528753909893,0.007512769597704588,0.0
106,0.10953284197475774,0.007225386454685012,0.0
107,0.10974108784716768,0.007159897116542191,0.0
108,0.10610530360258028,0.006906797264851999,0.0
109,0.102427164575047,0.006667614765108805,0.0
110,0.09965197211829016,0.007311869565174202,0.0
111,0.09713912513262687,0.006230624002561643,0.0
112,0.09411387173310767,0.00684139984647546,0.0
113,0.09058126312432635,0.0070661845235962546,0.0
114,0.08797236826635915,0.006326754155228305,0.0
115,0.08633235645387582,0.005959362511504321,0.0
116,0.08422610281486528,0.006989811446385877,0.0
117,0.0802968758592397,0.006965442556060224,0.0
118,0.07771811492813635,0.006302961150989063,0.0
119,0.07698694769548148,0.005915721053841904,0.0
120,0.07469477704002897,0.006853923011009755,0.0
121,0.07302953937488904,0.0057529715508287055,0.0
122,0.06904461245933532,0.005464140648448423,0.0
123,0.06792972379132137,0.005669723920090055,0.0
124,0.06593036380637324,0.0049973725577834305,0.0
125,0.061809348437356915,0.005872129937738189,0.0
126,0.06127765834168644,0.005632221038329964,0.0
127,0.058279115203129284,0.004998166017956066,0.0
128,0.05664535740691322,0.005164963570530771,0.0
129,0.0546334403537584,0.0054699580543370475,0.0
130,0.053996956367698176,0.004643175187966178,0.0
131,0.05151336259131055,0.004938759112059317,0.0
132,0.05203532918048054,0.004370082550231669,0.0
133,0.052037370367633534,0.005035562610150948,0.0
134,0.05043585012405277,0.004975946454849417,0.0
135,0.04888539109732011,0.004909847306377892,0.0
136,0.04903163920734499,0.004294663402740848,0.0
137,0.04618085754831808,0.0039003980794771465,0.0
138,0.04625870172372404,0.00448453629721492,0.0
139,0.04620648217462968,0.004133580651285759,0.0
140,0.048169152469482945,0.004674258016744252,0.0
141,0.04579000209453889,0.0045142277131890165,0.0
142,0.04570828298767425,0.003963087592299258,0.0
143,0.04729308989208919,0.004621961971075946,0.0
144,0.047602879673500145,0.004252923884118215,0.0
145,0.04814978546979119,0.004928792149400157,0.0
146,0.04879667081075684,0.005086623641387343,0.0
147,0.04892762877048179,0.005353880445158284,0.0
148,0.05049696996324987,0.004517848746001214,0.0
149,0.050480232954254065,0.004317797403874719,0.0
150,0.0540506065746785,0.00482792887439886,0.0
151,0.056377174412975475,0.004055941250780036,0.0
152,0.058864848815381204,0.005248878959338154,0.0
153,0.060883989695408675,0.004684220677026326,0.0
154,0.061017868325882324,0.004655118624962141,0.0
155,0.06437267927420717,0.004259164725730133,0.0
156,0.06593328058879545,0.0048023758049499125,0.0
157,0.06481321585936427,0.005492210236346635,0.0
158,0.06467192935321439,0.0040494642391846435,0.0
159,0.06525265866846061,0.004251832450999068,0.0
160,0.06358732736746665,0.004446698890881121,0.0
161,0.06474128253452967,0.004566025371334471,0.0
162,0.06390686974315873,0.004849608274713063,0.0
163,0.06496013459729534,0.004455620434003267,0.0
164,0.06419176077246552,0.004611959257570187,0.0
165,0.06477709902445779,0.004521727823661502,0.0
166,0.06503529480028677,0.004680974812773366,0.0
167,0.06497586576540401,0.005095860463948505,0.0
168,0.06448811950786805,0.004480199881994905,0.0
169,0.06465163967628114,0.004839453581235095,0.0
170,0.06374331519136939,0.004650241309981977,0.0
171,0.06636561814083847,0.004384826347164181,0.0
172,0.0685961745164542,0.004979654494081547,0.0
173,0.07190845642190574,0.004214575246254273,0.0
174,0.07557439196142215,0.004154206264861292,0.0
175,0.0770811687997468,0.004792987448752034,0.0
176,0.07628182827577591,0.004642552482282016,0.0
177,0.07316908971256929,0.00450065866253177,0.0
178,0.06971899811288074,0.0040385107263723645,0.0
179,0.065136578631186,0.004132587414026109,0.0
180,0.0637168026496498,0.00501216846480571,0.0
181,0.06457102184945376,0.004152355955812659,0.0
182,0.06716775818326184,0.004504567366131793,0.0
183,0.07610582883307326,0.00466261610814567,0.0
184,0.08098399444507348,0.004687307481589703,0.0
185,0.08045714127797311,0.004561767821920962,0.0
186,0.08104498181106458,0.005179286005672919,0.0
187,0.0826923435406447,0.004975558305325561,0.0
188,0.07919554063008002,0.005224090745403658,0.0
189,0.0786338310078614,0.004292392651287042,0.0
190,0.0749139912214616,0.0044045999064539305,0.0
191,0.06845489759259091,0.0052707313467145476,0.0
192,0.06877617731872679,0.005157189800024714,0.0
193,0.07113331350937514,0.0049196814884855744,0.0
194,0.06681395794390893,0.005253551082032052,0.0
195,0.06284345063133188,0.004869896949405357,0.0
196,0.052684654158932025,0.004484417319095262,0.0
197,0.05123312261034427,0.004299812787822099,0.0
198,0.04918367779671705,0.004544008385137486,0.0
199,0.05123179544787105,0.00434238626391106,0.0
