# EPAC,CPAC,NAT,WPAC
-5.120474100112915039e-01,1.762961298227310181e-01,1.571414321660995483e-01,-1.498156934976577759e-01
-7.493702769279479980e-01,1.780627481639385223e-02,-4.424273222684860229e-02,-7.733885049819946289e-01
-1.287147879600524902e+00,2.183427512645721436e-01,-4.131913557648658752e-02,-7.264910936355590820e-01
-9.374148845672607422e-01,1.706954836845397949e-01,-1.883587986230850220e-01,1.795825958251953125e-01
-8.606997728347778320e-01,1.840283572673797607e-01,-3.080542683601379395e-01,-1.522519141435623169e-01
-4.174269735813140869e-01,4.060478806495666504e-01,-5.159735083580017090e-01,-8.769188076257705688e-02
1.025610193610191345e-01,1.902977377176284790e-01,-1.019433856010437012e+00,-1.084210515022277832e+00
-2.974148988723754883e-01,-2.293743640184402466e-01,-1.627343446016311646e-01,4.231038391590118408e-01
-8.126177787780761719e-01,-6.644273400306701660e-01,-1.659159064292907715e-01,2.658656537532806396e-01
-4.131435751914978027e-01,-4.106429815292358398e-01,-9.588982462882995605e-01,5.704956054687500000e-01
4.641389474272727966e-02,2.506091296672821045e-01,5.836424827575683594e-01,-6.619310975074768066e-01
-4.106757044792175293e-02,1.394321918487548828e-01,3.743473887443542480e-01,-1.371076345443725586e+00
-1.427884101867675781e-01,-2.468032240867614746e-01,-8.964445441961288452e-02,1.071648001670837402e+00
-4.271900057792663574e-01,-5.486528277397155762e-01,1.278426408767700195e+00,-6.193985939025878906e-01
-3.030875027179718018e-01,1.373841911554336548e-01,1.711574941873550415e-01,-3.381157815456390381e-01
-3.114227354526519775e-01,-4.177900552749633789e-01,-7.717021703720092773e-01,6.741461902856826782e-02
-7.269886136054992676e-01,-4.638072848320007324e-01,-4.473550021648406982e-01,6.845923066139221191e-01
-1.765152812004089355e-01,-9.487532824277877808e-02,-6.456435918807983398e-01,-4.546393454074859619e-02
-3.889482021331787109e-01,-5.119560956954956055e-01,-1.042048811912536621e+00,-3.155806660652160645e-01
-3.612412512302398682e-01,-5.011309981346130371e-01,-1.653596162796020508e+00,-2.774131000041961670e-01
-4.860769510269165039e-01,-5.034715533256530762e-01,-2.691016495227813721e-01,1.298521637916564941e+00
-6.845791935920715332e-01,-1.829391717910766602e-01,-2.355662733316421509e-01,-3.460335135459899902e-01
-2.724863290786743164e-01,-4.903894364833831787e-01,-7.081305980682373047e-02,-1.303064942359924316e+00
-6.621975302696228027e-01,-4.592097401618957520e-01,-1.939480304718017578e-01,2.054675221443176270e-01
-1.491091132164001465e+00,-1.133752942085266113e+00,9.539072513580322266e-01,1.917637437582015991e-01
-1.330058932304382324e+00,-1.056221604347229004e+00,2.979303337633609772e-02,-2.601565122604370117e-01
-8.155119419097900391e-01,-2.872616052627563477e-01,6.387608647346496582e-01,-4.983992874622344971e-01
-1.321993827819824219e+00,-7.689169645309448242e-01,-6.060030460357666016e-01,5.584160089492797852e-01
-7.153347134590148926e-01,-5.549222230911254883e-01,1.932885148562490940e-03,-5.683393478393554688e-01
-2.216645032167434692e-01,-5.808356404304504395e-01,-8.171898722648620605e-01,9.939932227134704590e-01
-3.199895024299621582e-01,-1.212120175361633301e+00,-7.927692532539367676e-01,-4.138418734073638916e-01
-6.713817119598388672e-01,-5.507008433341979980e-01,-8.806490898132324219e-01,1.129923760890960693e-01
-5.934703946113586426e-01,-3.978534340858459473e-01,-6.670545935630798340e-01,-1.997583508491516113e-01
-7.134052515029907227e-01,-8.094589114189147949e-01,-1.148125994950532913e-02,5.738454461097717285e-01
-4.832985401153564453e-01,-1.060108661651611328e+00,6.206173300743103027e-01,-4.848985373973846436e-01
-9.389199018478393555e-01,-1.223739385604858398e+00,8.275047540664672852e-01,1.210512876510620117e+00
-3.844332993030548096e-01,-9.185460805892944336e-01,5.701423287391662598e-01,-6.473137140274047852e-01
-4.716832339763641357e-01,-6.730372905731201172e-01,1.004984259605407715e+00,-2.464527189731597900e-01
-1.995143741369247437e-01,-2.561655044555664062e-01,-5.300755500793457031e-01,-9.245361089706420898e-01
2.424464672803878784e-01,1.283144950866699219e-01,1.048606559634208679e-01,1.000185251235961914e+00
5.448691844940185547e-01,2.276632189750671387e-01,4.342811107635498047e-01,4.357925355434417725e-01
7.347275018692016602e-01,3.916282951831817627e-01,-2.983376085758209229e-01,-9.776256084442138672e-01
7.894082665443420410e-01,1.245110705494880676e-01,-1.026570916175842285e+00,3.817895054817199707e-01
3.647738695144653320e-01,5.573488473892211914e-01,-4.268898367881774902e-01,6.894647479057312012e-01
-8.486618846654891968e-02,8.931784629821777344e-01,6.475316286087036133e-01,1.788913965225219727e+00
8.712538331747055054e-02,8.664291501045227051e-01,4.502748847007751465e-01,1.784549117088317871e+00
-1.062445417046546936e-01,8.886227011680603027e-01,1.433833241462707520e-01,8.291417956352233887e-01
-7.627606987953186035e-01,6.087577342987060547e-01,1.219782471656799316e+00,-6.277223825454711914e-01
-7.193479537963867188e-01,-4.589589536190032959e-01,1.807021647691726685e-01,2.452592402696609497e-01
-9.184290766716003418e-01,-7.712575197219848633e-01,-3.709975481033325195e-01,-6.402080655097961426e-01
-1.975924491882324219e+00,-7.182604074478149414e-01,-1.801899373531341553e-01,-1.018026351928710938e+00
-1.571202158927917480e+00,-1.538629174232482910e+00,-5.165754556655883789e-01,-3.318221867084503174e-01
-1.761947989463806152e+00,-1.585315108299255371e+00,-3.617108464241027832e-01,-1.095164194703102112e-01
-2.001238822937011719e+00,-1.501305460929870605e+00,-1.214884877204895020e+00,-3.471501171588897705e-01
-1.174351930618286133e+00,-1.732854485511779785e+00,-1.456081509590148926e+00,-1.567192673683166504e+00
-1.482524394989013672e+00,-1.419093132019042969e+00,-1.581108212471008301e+00,-4.918011724948883057e-01
-7.609856128692626953e-01,-1.119082570075988770e+00,-8.810790181159973145e-01,-8.881957530975341797e-01
-1.136650323867797852e+00,-1.554804205894470215e+00,-1.855754256248474121e+00,4.256415665149688721e-01
-7.331242561340332031e-01,-8.433553576469421387e-01,-5.963723659515380859e-01,-3.142610490322113037e-01
-7.322367429733276367e-01,-5.033043622970581055e-01,-9.612199664115905762e-01,-2.015560150146484375e+00
-2.123645395040512085e-01,-4.368907511234283447e-01,-1.332404315471649170e-01,1.839475035667419434e-01
3.124470710754394531e-01,-6.716468185186386108e-02,-3.438253104686737061e-01,9.621192216873168945e-01
1.038925290107727051e+00,4.552833735942840576e-01,-5.197569727897644043e-01,-1.397662460803985596e-01
1.381210565567016602e+00,3.361234366893768311e-01,-8.171898722648620605e-01,1.940873742103576660e+00
1.672249436378479004e+00,6.215890645980834961e-01,-6.995581388473510742e-01,8.845659494400024414e-01
1.439518690109252930e+00,1.188967704772949219e+00,-9.853826165199279785e-01,5.401442646980285645e-01
1.207405328750610352e+00,1.284345746040344238e+00,-8.676648736000061035e-01,5.836918354034423828e-01
1.444187879562377930e+00,1.871284961700439453e+00,-9.604460597038269043e-01,1.436168551445007324e+00
1.084306120872497559e+00,1.739795207977294922e+00,-7.011919021606445312e-01,2.266516208648681641e+00
7.334154844284057617e-01,1.660675644874572754e+00,7.098133862018585205e-02,-5.713752284646034241e-02
7.005375623703002930e-01,1.600949406623840332e+00,5.053073167800903320e-01,2.096690654754638672e+00
-5.411252845078706741e-03,1.247607231140136719e+00,8.506355285644531250e-01,3.877785503864288330e-01
-7.115143537521362305e-01,8.382587432861328125e-01,3.206908106803894043e-01,-2.141727060079574585e-01
-1.040795087814331055e+00,5.698457956314086914e-01,1.277136564254760742e+00,-2.255417704582214355e-01
-1.242500185966491699e+00,1.392650008201599121e-01,9.892747551202774048e-02,1.166051745414733887e+00
-7.974522709846496582e-01,5.367434620857238770e-01,2.427855879068374634e-01,1.653703331947326660e+00
-6.642059981822967529e-02,1.043643474578857422e+00,-6.359005719423294067e-02,-2.924365103244781494e-01
2.645966112613677979e-01,3.500832319259643555e-01,-2.687313221395015717e-02,6.650102883577346802e-02
-1.194806024432182312e-01,2.449249029159545898e-01,-2.267094999551773071e-01,5.285722017288208008e-01
-3.914565145969390869e-01,5.713616684079170227e-02,-6.384205818176269531e-01,2.848479449748992920e-01
-4.887010157108306885e-01,1.240931153297424316e-01,3.372865319252014160e-01,1.884139329195022583e-01
-9.588704109191894531e-01,2.596788406372070312e-01,-3.504200279712677002e-02,-7.384692430496215820e-01
-7.233226299285888672e-01,-2.815355658531188965e-01,-8.672085404396057129e-02,-1.715498089790344238e+00
-7.175728678703308105e-01,-4.118550419807434082e-01,-3.717714548110961914e-01,-1.044926404953002930e+00
-1.133293151855468750e+00,-3.635390400886535645e-01,-4.433135688304901123e-01,-1.225714802742004395e+00
-8.937706351280212402e-01,5.727275740355253220e-03,6.762780249118804932e-02,1.268991827964782715e-01
-7.464761137962341309e-01,2.888105511665344238e-01,-5.996399521827697754e-01,-6.000102758407592773e-01
-9.806732535362243652e-01,1.896290034055709839e-01,-9.960451126098632812e-01,-4.936283528804779053e-01
-1.194341063499450684e+00,2.320935875177383423e-01,-8.673209547996520996e-01,-5.971680283546447754e-01
-9.319738149642944336e-01,-1.778400838375091553e-01,-1.278860092163085938e+00,-2.467572540044784546e-01
-1.392457485198974609e+00,-3.662975728511810303e-01,-1.174728393554687500e+00,1.965346783399581909e-01
-1.157295584678649902e+00,-1.000967502593994141e+00,-1.351606011390686035e+00,-2.993298135697841644e-02
-1.226099848747253418e+00,-2.685370743274688721e-01,-1.347392559051513672e+00,6.619650125503540039e-02
-1.184462308883666992e+00,-5.441806912422180176e-01,-9.137545228004455566e-01,1.277813673019409180e+00
-1.389408946037292480e+00,-8.011415600776672363e-01,-6.086686849594116211e-01,-1.850302696228027344e+00
-1.449029088020324707e+00,-5.989332795143127441e-01,2.362504899501800537e-01,4.528554901480674744e-02
-1.572282552719116211e+00,-1.466531395912170410e+00,-5.808681622147560120e-02,-7.008092403411865234e-01
-1.271866559982299805e+00,-6.770079135894775391e-01,3.862137496471405029e-01,3.967114090919494629e-01
-1.903801441192626953e+00,-5.010473728179931641e-01,-1.949798911809921265e-01,-2.981210350990295410e-01
-1.687432408332824707e+00,9.650785475969314575e-02,-6.984402537345886230e-01,6.971794366836547852e-01
-7.381794452667236328e-01,3.586095869541168213e-01,-4.519123733043670654e-01,1.046686023473739624e-01
2.599273324012756348e-01,9.331771135330200195e-01,-2.838915884494781494e-01,2.908369898796081543e-01
4.055625498294830322e-01,7.517831325531005859e-01,-3.638605475425720215e-01,2.528817951679229736e-02
1.338163390755653381e-02,1.304951190948486328e+00,-4.097518324851989746e-02,4.553838670253753662e-01
4.579646885395050049e-02,1.438865184783935547e+00,1.953201442956924438e-01,1.632081866264343262e+00
-3.376247286796569824e-01,1.556604027748107910e+00,2.411518096923828125e-01,-3.129414319992065430e-01
-5.122017860412597656e-01,1.872329831123352051e+00,4.715139567852020264e-01,-3.994275033473968506e-01
-7.733727097511291504e-01,1.424738168716430664e+00,1.735195279121398926e+00,1.447648406028747559e-01
2.576688537374138832e-03,5.787482857704162598e-01,2.637898445129394531e+00,9.062889814376831055e-01
7.235752940177917480e-01,4.606750607490539551e-01,1.807081341743469238e+00,8.735014200210571289e-01
9.372044801712036133e-01,7.265384197235107422e-01,1.227263450622558594e+00,-2.586338520050048828e-01
1.105182766914367676e+00,7.328913807868957520e-01,5.839864015579223633e-01,3.113419115543365479e-01
3.224802315235137939e-01,5.119167566299438477e-01,3.995419144630432129e-01,2.364279180765151978e-01
5.842300057411193848e-01,1.839865595102310181e-01,-1.475144475698471069e-01,6.691628098487854004e-01
4.030928611755371094e-01,-1.278940439224243164e-01,-3.534559905529022217e-01,-7.499397993087768555e-01
4.678839147090911865e-01,9.847225993871688843e-02,-8.083330988883972168e-01,6.301832199096679688e-01
8.501474857330322266e-01,5.166397094726562500e-01,-4.006634652614593506e-01,5.484680533409118652e-01
6.294950246810913086e-01,5.864081904292106628e-02,-4.862812533974647522e-02,7.363620996475219727e-01
1.566629260778427124e-01,2.636076509952545166e-01,1.670188188552856445e+00,1.538896083831787109e+00
-2.254462391138076782e-01,3.874599561095237732e-02,5.084888339042663574e-01,4.679710268974304199e-01
-6.670597195625305176e-01,-6.041995286941528320e-01,7.256088256835937500e-01,-4.054165780544281006e-01
-1.939961314201354980e-01,-3.357029855251312256e-01,1.464762687683105469e+00,5.524269342422485352e-01
-1.156523704528808594e+00,-6.925447285175323486e-02,9.098813533782958984e-01,-4.525170028209686279e-01
-1.641897320747375488e+00,-4.837856888771057129e-01,-5.292753130197525024e-02,-1.514398455619812012e-01
-1.923752069473266602e+00,-1.608595490455627441e+00,-5.244003534317016602e-01,6.830696463584899902e-01
-1.475038051605224609e+00,-1.396690487861633301e+00,-4.582754969596862793e-01,-9.077870845794677734e-01
-8.795312643051147461e-01,-1.554595232009887695e+00,-8.335276246070861816e-01,-1.505271911621093750e+00
-5.739828944206237793e-01,-1.228127956390380859e+00,-3.774466514587402344e-01,-1.854769110679626465e+00
-9.427787661552429199e-01,-1.783009529113769531e+00,-4.833840131759643555e-01,-2.963953912258148193e-01
-1.165669322013854980e+00,-1.937779545783996582e+00,-5.282698273658752441e-01,-1.463652968406677246e+00
-1.258669018745422363e+00,-1.813144326210021973e+00,5.895756483078002930e-01,-1.298903107643127441e+00
-1.496763706207275391e+00,-2.157333135604858398e+00,-8.754898309707641602e-01,-2.223654508590698242e+00
-1.233084559440612793e+00,-2.069478273391723633e+00,-8.229510784149169922e-01,-1.474210023880004883e+00
-5.579684376716613770e-01,-1.223572134971618652e+00,-8.946651220321655273e-01,-2.019315958023071289e+00
-1.092813134193420410e+00,-1.234271883964538574e+00,-1.306806206703186035e+00,-9.916338920593261719e-01
-7.962946295738220215e-01,-1.180229902267456055e+00,-1.263984084129333496e+00,1.224327608942985535e-01
-3.788378834724426270e-01,-5.849734544754028320e-01,-9.086812138557434082e-01,-5.729072690010070801e-01
-6.395457386970520020e-01,-6.383049488067626953e-01,-1.581452250480651855e+00,-6.438623666763305664e-01
-6.590718030929565430e-01,-1.288522958755493164e+00,-1.342749238014221191e+00,-1.212112545967102051e+00
-5.916181206703186035e-01,-1.118037700653076172e+00,-1.287802815437316895e+00,-3.652188181877136230e-01
-7.972978949546813965e-01,-1.300727367401123047e+00,-1.621952652931213379e+00,3.960101678967475891e-02
-8.610470890998840332e-01,-1.480491161346435547e+00,-1.627025842666625977e+00,-1.054569721221923828e+00
-4.650458991527557373e-01,-1.186666488647460938e+00,-1.137151598930358887e+00,-7.287243008613586426e-01
-3.459213674068450928e-01,-4.251879155635833740e-01,-1.065007567405700684e+00,-1.447005510330200195e+00
-2.119786441326141357e-01,-4.742980301380157471e-01,-1.039641141891479492e+00,-1.723507940769195557e-01
4.685399532318115234e-01,-8.760284632444381714e-02,-8.161579966545104980e-01,5.477575063705444336e-01
7.958912253379821777e-01,5.583937168121337891e-01,-1.295197725296020508e+00,-3.347659707069396973e-01
1.472164988517761230e+00,8.576102256774902344e-01,-7.658549547195434570e-01,-5.339276194572448730e-01
1.935735702514648438e+00,1.700381755828857422e+00,-3.876792490482330322e-01,-2.275719493627548218e-01
2.374262094497680664e+00,1.965200185775756836e+00,-9.799653291702270508e-01,7.748342156410217285e-01
1.901159882545471191e+00,2.194492340087890625e+00,-1.190378308296203613e+00,9.554209187626838684e-03
2.198141574859619141e+00,2.006578207015991211e+00,-5.619771480560302734e-01,1.527831554412841797e+00
1.925123691558837891e+00,2.199215173721313477e+00,-4.913809001445770264e-01,1.289791822433471680e+00
2.232524394989013672e+00,2.175809383392333984e+00,-9.825450181961059570e-01,2.160641670227050781e+00
1.671593427658081055e+00,2.149896144866943359e+00,9.789561480283737183e-02,1.502860307693481445e+00
5.218700766563415527e-01,1.396066188812255859e+00,-7.692945003509521484e-01,1.880069494247436523e+00
1.100858896970748901e-01,6.068769097328186035e-01,-1.688394993543624878e-01,3.515396714210510254e-01
-3.249289095401763916e-01,3.293637186288833618e-02,1.325488239526748657e-01,-4.458173811435699463e-01
-5.909621119499206543e-01,1.032481901347637177e-02,3.329870998859405518e-01,-1.612769067287445068e-02
-9.468306303024291992e-01,-4.577886760234832764e-01,-3.531980216503143311e-01,-6.656869053840637207e-01
-1.406889796257019043e+00,-6.940606236457824707e-01,-4.486448168754577637e-01,-3.995290398597717285e-01
-1.562249422073364258e+00,-1.146709680557250977e+00,-7.245806455612182617e-01,-1.196784615516662598e+00
-1.298184275627136230e+00,-1.550415635108947754e+00,-6.066049933433532715e-01,-4.667283296585083008e-01
-1.038248181343078613e+00,-1.712123751640319824e+00,-7.546765208244323730e-01,-1.275048375129699707e+00
-1.124301910400390625e+00,-1.819831609725952148e+00,-1.302334785461425781e+00,-1.051422953605651855e+00
-1.315703749656677246e+00,-2.008163690567016602e+00,-1.938646793365478516e+00,-6.511710882186889648e-01
-1.401255726814270020e+00,-2.520622730255126953e+00,-1.313685178756713867e+00,-1.586682558059692383e+00
-1.167946100234985352e+00,-1.945971488952636719e+00,-1.346962571144104004e+00,-2.516813993453979492e+00
-1.153783917427062988e+00,-1.468077778816223145e+00,-1.882754564285278320e+00,-1.483650326728820801e+00
-2.162234485149383545e-01,-1.017853021621704102e+00,-2.557761192321777344e+00,-1.760669827461242676e+00
-1.986654102802276611e-01,-7.121999859809875488e-01,-2.101766347885131836e+00,-1.060964822769165039e+00
-1.061673685908317566e-01,-5.241605043411254883e-01,-1.526333808898925781e+00,-8.875866532325744629e-01
-2.421939074993133545e-01,-5.536683797836303711e-01,-1.363730311393737793e+00,-4.691645503044128418e-01
-1.850434690713882446e-01,5.663461610674858093e-02,-1.407154321670532227e+00,-1.076089739799499512e+00
-2.902759015560150146e-01,3.176608681678771973e-02,-1.798572182655334473e+00,-1.183892846107482910e+00
-8.385882377624511719e-01,-8.224574327468872070e-01,-1.873467803001403809e+00,-1.561711192131042480e+00
-7.518013715744018555e-01,-7.432960867881774902e-01,-1.708886623382568359e+00,-1.541612267494201660e+00
-1.458020329475402832e+00,-1.074486374855041504e+00,-2.037963151931762695e+00,-9.997546672821044922e-01
-1.044190883636474609e+00,-6.815218329429626465e-01,-1.570273756980895996e+00,-4.076497852802276611e-01
-1.166055202484130859e+00,-3.987311422824859619e-01,-1.950685143470764160e+00,-9.936547279357910156e-02
-6.752020120620727539e-01,-6.370928883552551270e-01,-1.648178935050964355e+00,-6.584797501564025879e-01
-2.424640357494354248e-01,-7.469741702079772949e-01,-1.490218758583068848e+00,-1.391378283500671387e+00
-9.714505076408386230e-01,-1.034404158592224121e+00,-1.574143171310424805e+00,-1.049494266510009766e+00
-8.022758960723876953e-01,-1.069261908531188965e+00,-9.261367917060852051e-01,-6.370612382888793945e-01
-6.129578948020935059e-01,-9.383991360664367676e-01,-1.159938454627990723e+00,-8.127741813659667969e-01
-7.771158218383789062e-01,-5.479841232299804688e-01,-8.093649744987487793e-01,-1.361838936805725098e+00
-1.103502392768859863e+00,-1.396147131919860840e+00,-1.706134915351867676e+00,-1.802796244621276855e+00
-8.387039899826049805e-01,-1.974434494972229004e+00,-1.908378958702087402e+00,-1.270886540412902832e+00
-1.210972905158996582e+00,-1.549119949340820312e+00,-1.607764601707458496e+00,-1.450558304786682129e+00
-1.408356189727783203e+00,-1.958593845367431641e+00,-1.942172288894653320e+00,-1.021477699279785156e+00
-1.249947905540466309e+00,-2.302699089050292969e+00,-2.077173709869384766e+00,-1.994852185249328613e+00
-1.027366042137145996e+00,-1.664142131805419922e+00,-2.011306762695312500e+00,-1.297583460807800293e+00
-7.282620668411254883e-01,-1.223321437835693359e+00,-2.566359996795654297e+00,-2.304862022399902344e+00
-2.080811560153961182e-01,-1.044685959815979004e+00,-1.879229068756103516e+00,-8.545960783958435059e-01
3.430868089199066162e-01,-4.495967030525207520e-01,-2.421728134155273438e+00,-6.708639264106750488e-01
9.708541631698608398e-01,-7.272353023290634155e-02,-1.592028737068176270e+00,-6.788831353187561035e-01
1.241711020469665527e+00,3.666761815547943115e-01,-7.067811489105224609e-01,1.019278392195701599e-01
1.169047713279724121e+00,6.515566706657409668e-01,-5.004096627235412598e-01,1.559308916330337524e-01
1.479882836341857910e+00,9.778150320053100586e-01,-8.479735851287841797e-01,-5.266176536679267883e-03
5.746213793754577637e-01,6.740428209304809570e-01,-1.129928588867187500e+00,-4.945419430732727051e-01
6.457796692848205566e-01,6.187051534652709961e-01,-7.164117693901062012e-01,-9.465636610984802246e-01
6.155257821083068848e-01,3.717752695083618164e-01,-1.616621375083923340e+00,-8.225190639495849609e-01
3.336324989795684814e-01,5.485299229621887207e-01,-4.723775386810302734e-01,-1.138416647911071777e+00
-2.436602860689163208e-01,2.600131928920745850e-01,-2.824297845363616943e-01,-9.922429323196411133e-01
7.361920177936553955e-02,-1.605366021394729614e-01,-6.034234166145324707e-01,-2.449300736188888550e-01
-1.293594092130661011e-01,-5.593943595886230469e-01,-6.360989212989807129e-01,-1.005236148834228516e+00
-4.908234179019927979e-01,-3.424739539623260498e-01,-3.934404551982879639e-01,-3.090840876102447510e-01
-4.038821756839752197e-01,-6.611978262662887573e-02,-1.661738753318786621e-01,-8.397756814956665039e-01
-3.003109246492385864e-02,1.739555597305297852e-01,-8.717063069343566895e-01,-1.902986049652099609e+00
-8.237700462341308594e-01,-1.047809422016143799e-01,-9.812551736831665039e-01,-9.129640460014343262e-01
-5.625219345092773438e-01,1.499229520559310913e-01,-1.077819824218750000e+00,-2.456406503915786743e-01
9.075275808572769165e-02,1.566938757896423340e-01,-1.086246609687805176e+00,1.309595555067062378e-01
7.496982067823410034e-02,7.788668274879455566e-01,-8.746299147605895996e-01,4.702042341232299805e-01
9.279797971248626709e-02,5.716012120246887207e-01,-3.845836818218231201e-01,1.021096229553222656e+00
-1.068619713187217712e-01,6.369281411170959473e-01,-5.805505514144897461e-01,2.701290547847747803e-01
-1.960799396038055420e-01,7.960867285728454590e-01,9.743724465370178223e-01,1.288675189018249512e+00
-8.655234575271606445e-01,4.568410664796829224e-02,5.867380499839782715e-01,1.128908693790435791e-01
-7.574740052223205566e-01,-4.769729673862457275e-01,4.317014515399932861e-01,-9.276735782623291016e-02
-1.151468634605407715e+00,-6.013992428779602051e-01,1.550777107477188110e-01,-2.372670412063598633e+00
-1.087796568870544434e+00,-7.577157020568847656e-01,-6.424620151519775391e-01,-1.444670796394348145e+00
-3.235011100769042969e-01,1.685638874769210815e-01,-7.231188416481018066e-01,-1.916994333267211914e+00
-8.933075666427612305e-01,1.640081405639648438e-01,-8.189096450805664062e-01,-1.418684363365173340e+00
-9.485671520233154297e-01,-3.738626241683959961e-01,-6.571660041809082031e-01,-1.180644512176513672e+00
-4.770471155643463135e-01,-6.872060894966125488e-01,-7.648230791091918945e-01,-1.402442812919616699e+00
2.221486121416091919e-01,-7.460546493530273438e-01,-1.989353448152542114e-01,-5.161634683609008789e-01
2.300207763910293579e-01,-2.550370097160339355e-01,-2.101997882127761841e-01,3.552955090999603271e-01
6.972170621156692505e-02,2.218535989522933960e-01,-3.091720938682556152e-01,4.585306346416473389e-01
-4.641197621822357178e-01,1.946444958448410034e-01,8.908779621124267578e-01,2.884101122617721558e-02
-5.431501865386962891e-01,1.605808883905410767e-01,2.948943674564361572e-01,1.064957678318023682e-01
2.160129398107528687e-01,1.958147883415222168e-01,9.146106839179992676e-01,-3.457289934158325195e-01
-1.833859831094741821e-02,2.949545383453369141e-01,1.060962438583374023e+00,9.604029357433319092e-02
3.019508421421051025e-01,-9.801001846790313721e-02,1.286681294441223145e+00,-3.434957861900329590e-01
1.302679926156997681e-01,-5.171805620193481445e-01,6.670508980751037598e-01,1.440634965896606445e+00
6.120527386665344238e-01,3.399686515331268311e-01,-6.823341548442840576e-02,3.858498930931091309e-01
5.548637509346008301e-01,6.000642180442810059e-01,-2.684997320175170898e-01,-5.245887637138366699e-01
6.593630313873291016e-01,2.338908016681671143e-01,-3.031529486179351807e-01,9.705539047718048096e-02
2.192158401012420654e-01,3.451931178569793701e-01,-1.225515361875295639e-02,-3.495863676071166992e-01
2.371597588062286377e-01,5.201505422592163086e-01,5.691964626312255859e-01,1.161991357803344727e+00
2.023138105869293213e-01,8.859059810638427734e-01,7.143443822860717773e-01,-2.298051565885543823e-01
-2.607552707195281982e-01,6.121013760566711426e-01,1.219438552856445312e+00,2.563237845897674561e-01
2.462282031774520874e-01,3.684734106063842773e-01,5.570753128267824650e-04,8.385915309190750122e-02
